emp_no,dept_no,from_date,to_date
11526,d002,23-02-1992,28-11-1998
11544,d002,22-10-1996,01-01-9999
11553,d002,30-11-1996,01-01-9999
11596,d002,23-11-1995,01-01-9999
11603,d002,13-04-1985,01-01-9999
11677,d002,12-09-1991,12-04-1993
11689,d002,08-11-1989,01-01-9999
11710,d002,06-11-1998,07-05-2000
11741,d002,04-02-1989,01-01-9999
11761,d002,12-06-1991,01-01-9999
11796,d002,23-01-1989,01-01-9999
11798,d002,10-12-1987,01-01-9999
11812,d002,30-09-1987,01-01-9999
11816,d002,05-08-1991,01-01-9999
11858,d002,15-08-1996,01-01-9999
11916,d002,22-07-1988,13-09-1989
11923,d002,28-09-1994,01-01-9999
11937,d002,19-04-1996,01-01-9999
11956,d002,15-08-1991,01-01-9999
11958,d002,13-10-1991,01-01-9999
11967,d002,02-10-1999,01-01-9999
11974,d002,23-07-1989,01-01-9999
11995,d002,19-01-1998,19-06-2002
12001,d002,28-06-1993,01-01-9999
12020,d002,09-08-1988,01-01-9999
12055,d002,22-06-1990,16-06-1995
12066,d002,20-09-1985,01-01-9999
12083,d002,16-10-1990,01-01-9999
12096,d002,17-08-1994,01-01-9999
12112,d002,26-09-1989,01-01-9999
12120,d002,20-06-1986,01-01-9999
12141,d002,19-04-1992,29-10-1999
12182,d002,27-10-1993,01-01-9999
12209,d002,15-12-1989,01-01-9999
12217,d002,15-01-1997,01-01-9999
12220,d002,11-07-1988,21-05-1991
12222,d002,15-08-1987,01-01-9999
12255,d002,08-12-1986,01-01-9999
12286,d002,20-07-1988,01-01-9999
12323,d002,24-10-1996,01-01-9999
12338,d002,10-01-1997,01-01-9999
12363,d002,16-09-1987,01-01-9999
12389,d002,02-11-1999,01-01-9999
12395,d002,05-06-1995,01-01-9999
12416,d002,14-02-1998,01-01-9999
12423,d002,30-07-1990,08-06-1995
12465,d002,22-11-1985,01-01-9999
12466,d002,19-02-1994,01-01-9999
12480,d002,21-12-1997,01-01-9999
12487,d002,11-12-1998,01-01-9999
12501,d002,05-06-1986,01-01-9999
12526,d002,06-04-1989,10-08-2001
12547,d002,17-10-1997,19-03-2002
12564,d002,03-11-1998,01-01-9999
12604,d002,13-10-1990,01-01-9999
12611,d002,07-01-2000,01-01-9999
12628,d002,30-01-1995,12-11-1999
12643,d002,31-12-1998,01-01-9999
12665,d002,01-06-1995,14-12-1997
12668,d002,02-08-1992,01-01-9999
12669,d002,30-05-1987,01-01-9999
12674,d002,08-01-1999,01-04-1999
12684,d002,02-11-1994,29-05-1997
12702,d002,11-12-1997,01-01-9999
12715,d002,05-07-1996,01-01-9999
12722,d002,29-03-1985,01-01-9999
12735,d002,19-08-1989,01-01-9999
12758,d002,19-11-1999,20-02-2002
12795,d002,23-06-1988,01-01-9999
12828,d002,07-06-1999,01-01-9999
12832,d002,25-04-1988,01-01-9999
12851,d002,25-08-1998,01-01-9999
12861,d002,14-12-1993,01-01-9999
12958,d002,18-01-1994,01-01-9999
12983,d002,28-06-1999,01-01-9999
12994,d002,18-06-1995,01-01-9999
13046,d002,19-04-1987,01-01-9999
13077,d002,20-03-1999,01-01-9999
13084,d002,02-03-1995,01-01-9999
13106,d002,16-07-1995,01-01-9999
13107,d002,26-10-1994,01-01-9999
13113,d002,16-01-1993,07-10-1996
13116,d002,25-10-1987,01-01-9999
13128,d002,15-12-1994,01-01-9999
13131,d002,24-06-1996,01-01-9999
13144,d002,19-06-1989,01-01-9999
13159,d002,12-08-1999,01-01-9999
13185,d002,21-02-1989,01-01-9999
13197,d002,14-09-1993,31-07-1995
13206,d002,06-09-1999,01-01-9999
13237,d002,05-02-1996,05-05-2001
13256,d002,14-03-1995,01-01-9999
13257,d002,12-07-1986,01-01-9999
13276,d002,09-03-1986,01-01-9999
13282,d002,16-04-1989,01-01-9999
13286,d002,09-11-1986,01-01-9999
13334,d002,10-04-1986,30-04-2001
13343,d002,06-05-1995,01-01-9999
13366,d002,04-06-1987,02-09-1999
13429,d002,22-07-1997,01-01-9999
13433,d002,06-06-1996,22-12-1996
13471,d002,26-08-1991,01-01-9999
13512,d002,15-07-1991,01-01-9999
13570,d002,15-03-1986,01-01-9999
13595,d002,07-03-1991,01-01-9999
13659,d002,07-03-1992,10-07-2000
13686,d002,16-09-1990,01-01-9999
13792,d002,27-07-1985,01-01-9999
13802,d002,18-11-1998,01-01-9999
13807,d002,24-03-1993,21-05-1995
13814,d002,31-05-1985,12-11-1990
13830,d002,10-09-1989,01-01-9999
13880,d002,20-12-1999,01-01-9999
13914,d002,07-08-1985,15-01-1989
13922,d002,25-12-1990,01-01-9999
13932,d002,08-10-1997,01-01-9999
13948,d002,08-11-1996,01-01-9999
13960,d002,06-04-1996,01-01-9999
13992,d002,27-07-1988,01-01-9999
14007,d002,17-10-1988,01-01-9999
14034,d002,26-08-1985,01-01-9999
14037,d002,02-11-1989,10-05-1995
14092,d002,01-04-1985,01-01-9999
14097,d002,23-04-1999,01-01-9999
14114,d002,09-11-1992,01-01-9999
14115,d002,28-10-1987,01-01-9999
14169,d002,13-03-1988,01-01-9999
14183,d002,02-10-1997,14-04-2000
14217,d002,28-07-1997,01-01-9999
14229,d002,25-02-1992,01-01-9999
14255,d002,28-02-1994,01-01-9999
14274,d002,28-01-1993,01-01-9999
14321,d002,03-06-1995,01-01-9999
14350,d002,20-03-1988,29-07-1989
14362,d002,30-09-1986,01-01-9999
14383,d002,21-12-1993,01-01-9999
14398,d002,26-07-1999,01-01-9999
14427,d002,23-08-1986,01-01-9999
14430,d002,08-06-1996,01-01-9999
14448,d002,01-11-1993,01-01-9999
14462,d002,28-04-1995,01-01-9999
14477,d002,30-09-1994,01-01-9999
14493,d002,02-10-1990,01-01-9999
14496,d002,12-04-1988,06-11-1999
14509,d002,17-12-1995,01-01-9999
14522,d002,14-01-1990,01-01-9999
14526,d002,20-06-1997,01-01-9999
14529,d002,01-05-1995,01-01-9999
14590,d002,14-05-1985,28-12-1995
14593,d002,10-04-1985,01-01-9999
14613,d002,08-08-1985,06-11-1986
14633,d002,15-11-1989,11-07-1994
14654,d002,18-12-1994,01-01-9999
14698,d002,02-07-1992,01-01-9999
14722,d002,06-07-1991,04-05-1999
14724,d002,10-09-1986,01-01-9999
14728,d002,09-07-1986,01-01-9999
14733,d002,19-02-1995,01-01-9999
14738,d002,04-03-1996,01-01-9999
14759,d002,06-01-1990,11-11-2001
14804,d002,11-06-1990,01-01-9999
14849,d002,16-04-1986,01-01-9999
14850,d002,08-01-2000,01-01-9999
14851,d002,03-03-1993,01-01-9999
14896,d002,16-09-1995,01-01-9999
14943,d002,19-07-1996,01-01-9999
14971,d002,25-03-1991,01-01-9999
14978,d002,05-10-1993,01-01-9999
15016,d002,21-10-1991,01-01-9999
15040,d002,11-11-1996,19-03-2001
15058,d002,18-06-1990,01-01-9999
15067,d002,04-05-1988,01-01-9999
15136,d002,16-11-1996,01-01-9999
15137,d002,02-05-1997,02-04-1998
15159,d002,05-10-1991,31-08-1995
15168,d002,12-02-1999,01-01-9999
15178,d002,16-04-2001,08-04-2002
15218,d002,10-08-1992,01-01-9999
15238,d002,12-06-1986,01-01-9999
15243,d002,19-09-1992,01-01-9999
15257,d002,16-09-1987,01-01-9999
15261,d002,16-10-1995,01-01-9999
15288,d002,07-11-1991,01-01-9999
15315,d002,14-01-1996,01-01-9999
15342,d002,25-04-1992,01-01-9999
15375,d002,03-11-1994,01-01-9999
15393,d002,25-11-1992,01-01-9999
15417,d002,02-06-1988,01-01-9999
15436,d002,27-01-1999,01-01-9999
15438,d002,24-12-1986,01-01-9999
15440,d002,08-06-1997,13-09-1998
15467,d002,20-08-1987,01-01-9999
15475,d002,04-09-1991,01-01-9999
15492,d002,02-04-1989,01-01-9999
15513,d002,20-05-1989,01-01-9999
15522,d002,20-12-1999,01-01-9999
15534,d002,06-05-1987,01-01-9999
15564,d002,03-10-1999,01-01-9999
15574,d002,19-12-1988,01-01-9999
15578,d002,14-07-1996,27-09-1998
15597,d002,09-11-1985,01-01-9999
15637,d002,09-07-1992,01-01-9999
15638,d002,04-09-1992,01-01-9999
15649,d002,01-01-1997,01-01-9999
15687,d002,13-02-1990,01-01-9999
15690,d002,09-05-1996,13-05-1998
15693,d002,30-03-1993,01-01-9999
15706,d002,04-06-1999,01-01-9999
15735,d002,01-09-1987,01-01-9999
15736,d002,09-08-1999,01-11-2001
15762,d002,05-02-1991,19-12-1997
15772,d002,11-05-1997,01-01-9999
15773,d002,10-02-1988,01-01-9999
15781,d002,09-07-1995,01-01-9999
15802,d002,08-04-1985,01-01-9999
15804,d002,24-10-1996,07-12-1999
15809,d002,07-06-1988,01-01-9999
15811,d002,20-05-1992,01-01-9999
15830,d002,13-03-1997,01-01-9999
15853,d002,27-08-1992,01-01-9999
15888,d002,07-08-1987,01-01-9999
15895,d002,13-09-1999,01-01-9999
15900,d002,08-06-1998,02-02-1999
15937,d002,09-04-1989,01-01-9999
15965,d002,11-11-1993,01-01-9999
15985,d002,14-12-1996,01-01-9999
15986,d002,10-07-1998,01-01-9999
16017,d002,04-10-1985,01-01-9999
16033,d002,09-09-1986,01-01-9999
16048,d002,13-12-1994,01-01-9999
16068,d002,18-12-1987,01-01-9999
16083,d002,19-10-1997,01-01-9999
16100,d002,31-03-1986,01-01-9999
16140,d002,04-03-1993,01-01-9999
16166,d002,21-10-1999,01-01-9999
16231,d002,09-01-1986,01-01-9999
16247,d002,12-12-1999,19-04-2002
16254,d002,04-10-1992,01-01-9999
16267,d002,30-09-1986,01-01-9999
16274,d002,19-05-1986,01-01-9999
16282,d002,24-04-1990,01-01-9999
16294,d002,09-11-1989,01-01-9999
16303,d002,13-03-1989,01-01-9999
16308,d002,16-10-1999,01-01-9999
16310,d002,23-06-1993,01-01-9999
16312,d002,14-05-1990,31-07-1995
16346,d002,18-03-1996,01-01-9999
16349,d002,07-08-1999,01-01-9999
16387,d002,21-01-1999,01-08-1999
16397,d002,24-05-1985,01-01-9999
16407,d002,17-10-1991,01-01-9999
16443,d002,10-01-1993,25-12-1993
16478,d002,27-09-1988,11-09-1998
16479,d002,14-04-1986,01-01-9999
16482,d002,04-11-1996,01-01-9999
16507,d002,07-01-1992,01-01-9999
16511,d002,08-05-1991,01-01-9999
16516,d002,20-05-1990,01-01-9999
16534,d002,07-10-1985,01-01-9999
16549,d002,03-03-1995,01-01-9999
16553,d002,22-06-1988,01-01-9999
16562,d002,23-10-1996,01-01-9999
16568,d002,28-09-1991,01-01-9999
16575,d002,12-04-1997,01-01-9999
16595,d002,14-04-1998,01-01-9999
16597,d002,17-11-1988,01-01-9999
16633,d002,05-07-1996,01-01-9999
16653,d002,24-01-1990,01-01-9999
16662,d002,26-05-1995,17-03-2000
16664,d002,06-08-1995,12-12-1999
16682,d002,25-08-1993,01-02-1998
16729,d002,07-05-1992,01-01-9999
16742,d002,28-02-1994,01-01-9999
16754,d002,28-05-1987,01-01-9999
16755,d002,23-08-1988,01-01-9999
16831,d002,18-01-1990,01-01-9999
16837,d002,13-02-1992,01-01-9999
16854,d002,27-07-1995,01-01-9999
16859,d002,28-02-1999,01-01-9999
16868,d002,18-09-1989,22-06-1997
16931,d002,02-03-1995,01-01-9999
16988,d002,29-12-1990,01-01-9999
16995,d002,05-02-1997,01-01-9999
17010,d002,21-10-2001,01-01-9999
17013,d002,24-05-1995,01-01-9999
17031,d002,22-03-1988,01-01-9999
17037,d002,03-02-1985,01-01-9999
17104,d002,02-06-1993,29-10-1999
17133,d002,14-02-1994,01-01-9999
17135,d002,19-06-1991,01-01-9999
17151,d002,26-10-1988,01-01-9999
17175,d002,21-01-1994,14-12-2000
17181,d002,31-08-1994,01-01-9999
17189,d002,25-07-1999,01-01-9999
17210,d002,12-10-1986,09-11-1993
17230,d002,10-03-1992,01-01-9999
17285,d002,27-03-1995,01-01-9999
17305,d002,18-07-1998,01-01-9999
17340,d002,05-07-1985,01-01-9999
17375,d002,26-03-1995,01-01-9999
17406,d002,22-11-1998,01-01-9999
17409,d002,18-05-1986,21-09-1999
17426,d002,23-10-1999,01-01-9999
17428,d002,23-06-1994,14-09-1995
17432,d002,02-07-1988,01-04-2001
17435,d002,26-07-1990,01-01-9999
17451,d002,08-05-1998,01-01-9999
17484,d002,27-11-1996,01-01-9999
17507,d002,07-08-1986,10-12-1999
17528,d002,21-10-1991,01-01-9999
17543,d002,31-12-1996,01-01-9999
17552,d002,26-03-1997,01-01-9999
17556,d002,22-07-1993,01-01-9999
17558,d002,10-02-1993,01-01-1995
17580,d002,09-01-1989,24-07-1993
17587,d002,21-05-1994,01-01-9999
17649,d002,12-07-1989,01-01-9999
17663,d002,13-08-1996,10-06-1999
17689,d002,15-04-1990,01-01-9999
17722,d002,14-02-1986,01-01-9999
17723,d002,08-10-1994,01-01-9999
17730,d002,12-01-1997,01-01-9999
17747,d002,08-07-1998,01-01-9999
17774,d002,05-11-1994,01-01-9999
17775,d002,25-05-1990,18-02-1992
17776,d002,06-05-2001,01-01-9999
17783,d002,02-08-1992,01-01-9999
17827,d002,06-06-1988,01-01-9999
17863,d002,20-12-1992,19-01-1995
17876,d002,14-08-1994,01-01-9999
17889,d002,23-04-1989,22-02-1995
17892,d002,04-12-1988,01-01-9999
17907,d002,06-01-1992,01-01-9999
17908,d002,09-03-1999,01-01-9999
17922,d002,18-12-1990,17-12-1992
17929,d002,11-01-1991,01-01-9999
17932,d002,17-05-1996,01-01-9999
17967,d002,20-07-1995,01-01-9999
17987,d002,12-12-1992,13-11-1999
17996,d002,16-09-1989,01-01-9999
18000,d002,10-12-1999,01-01-9999
18046,d002,14-07-1989,01-01-9999
18101,d002,14-01-1996,01-01-9999
18111,d002,02-10-1998,01-01-9999
18139,d002,21-09-1997,17-09-1998
18158,d002,22-11-1987,06-03-1988
18202,d002,05-10-1997,03-10-2000
18218,d002,23-01-1986,01-01-9999
18227,d002,28-07-1985,01-01-9999
18249,d002,20-04-1989,01-01-9999
18281,d002,05-02-1999,01-01-9999
18317,d002,06-10-1985,01-01-9999
18355,d002,26-07-1999,01-01-9999
18356,d002,17-02-1992,01-01-9999
18364,d002,31-10-1986,01-01-9999
18411,d002,02-11-1998,01-01-9999
18427,d002,12-03-1994,01-01-9999
18428,d002,07-08-1985,01-01-9999
18450,d002,19-05-1985,01-01-9999
18467,d002,04-11-1995,01-01-9999
18508,d002,25-03-1995,01-11-2000
18523,d002,01-09-1999,01-01-9999
18532,d002,03-06-1999,01-01-9999
18550,d002,07-06-1997,01-01-9999
18565,d002,29-08-1993,01-01-9999
18573,d002,16-04-1998,01-01-9999
18595,d002,12-04-1988,01-01-9999
18650,d002,19-05-1990,01-01-9999
18683,d002,09-03-1991,01-01-9999
18684,d002,13-06-1997,01-01-9999
18686,d002,02-05-1985,01-01-9999
18740,d002,24-10-1994,01-01-9999
18744,d002,05-01-1996,01-01-9999
18761,d002,10-05-1986,01-01-9999
18762,d002,05-10-1997,29-09-2000
18778,d002,29-01-1994,01-01-9999
18779,d002,15-02-1997,01-01-9999
18784,d002,31-07-1985,01-01-9999
18803,d002,24-11-1987,01-01-9999
18806,d002,29-05-1986,01-01-9999
18814,d002,01-09-1985,01-01-9999
18830,d002,14-03-1995,01-01-9999
18834,d002,05-07-1991,01-01-9999
18881,d002,30-09-1998,01-01-9999
18894,d002,14-02-1994,01-01-9999
18922,d002,14-11-1989,20-11-1991
18938,d002,23-05-1995,01-01-9999
18954,d002,04-09-1994,01-01-9999
18972,d002,26-10-1989,01-01-9999
18986,d002,11-12-1986,01-01-9999
18995,d002,14-04-1992,01-01-9999
19003,d002,07-01-1990,01-01-9999
19028,d002,24-05-1987,19-12-1995
19034,d002,29-03-1997,01-01-9999
19036,d002,29-03-1987,01-01-9999
19047,d002,17-06-1998,28-05-2002
19070,d002,20-08-1998,01-01-9999
19114,d002,05-03-1990,01-01-9999
19142,d002,23-09-1997,01-01-9999
19155,d002,10-06-1993,01-01-9999
19214,d002,15-09-1997,01-01-9999
19238,d002,14-08-1989,01-01-9999
19247,d002,30-12-1986,01-01-9999
19323,d002,09-06-1995,01-01-9999
19341,d002,17-04-1997,01-01-9999
19352,d002,30-08-1996,27-10-1996
19385,d002,20-03-1997,01-01-9999
19427,d002,12-11-1987,01-01-9999
19433,d002,09-12-1993,05-10-1996
19446,d002,12-03-1996,01-01-9999
19457,d002,30-05-1991,01-01-9999
19484,d002,05-10-1997,01-01-9999
19501,d002,07-06-1991,01-01-9999
19505,d002,22-12-1988,01-01-9999
19516,d002,11-07-1998,20-01-2001
19523,d002,18-06-1985,01-01-9999
19541,d002,26-01-1989,04-05-1994
19551,d002,19-10-1986,01-01-9999
19558,d002,02-09-1991,06-06-1994
19578,d002,15-01-1998,10-09-2000
19594,d002,15-06-1992,01-01-9999
19618,d002,17-02-1994,01-01-9999
19655,d002,05-09-1993,01-01-9999
19682,d002,29-03-1997,01-01-9999
19689,d002,15-12-1991,26-11-1997
19702,d002,06-10-1996,01-01-9999
19726,d002,30-11-1992,01-01-9999
19743,d002,07-03-1987,01-01-9999
19771,d002,06-07-1997,01-01-9999
19790,d002,15-08-1998,19-09-1998
19795,d002,10-09-1993,01-01-9999
19804,d002,06-03-1998,01-01-9999
19811,d002,06-05-1994,01-01-9999
19817,d002,15-09-2001,01-01-9999
19850,d002,19-09-1989,20-09-1999
19861,d002,09-07-1993,01-11-1994
19909,d002,08-09-1991,01-01-9999
19912,d002,13-01-1993,01-01-9999
19925,d002,26-12-1991,01-01-9999
19937,d002,29-09-1996,01-01-9999
19939,d002,02-01-1988,21-10-1988
19946,d002,11-05-1996,01-01-9999
19947,d002,16-09-1992,01-01-9999
19977,d002,31-01-1995,21-02-1999
20002,d002,26-01-1988,22-07-1992
20005,d002,17-07-1992,01-01-9999
20021,d002,02-10-1992,01-01-9999
20028,d002,08-09-1995,01-07-1997
20039,d002,12-03-1990,01-01-9999
20049,d002,14-01-1989,01-01-9999
20065,d002,03-12-1997,01-01-9999
20141,d002,13-07-1998,01-01-9999
20161,d002,06-04-1989,01-01-9999
20182,d002,03-06-1986,01-01-9999
20200,d002,31-05-1989,01-01-9999
20205,d002,05-07-1989,01-01-9999
20223,d002,12-01-1990,01-01-9999
20228,d002,31-05-1994,13-01-2002
20268,d002,24-05-1995,12-10-1995
20270,d002,30-12-1999,01-01-9999
20282,d002,30-05-1998,01-01-9999
20394,d002,12-03-1999,01-01-9999
20414,d002,05-11-1989,01-01-9999
20436,d002,03-12-1989,01-01-9999
20444,d002,28-06-1995,01-01-9999
20445,d002,15-08-1989,01-01-9999
20447,d002,10-10-1997,01-01-9999
20479,d002,05-10-1989,01-01-9999
20488,d002,29-11-1987,01-01-9999
20502,d002,17-07-1988,23-03-1992
20629,d002,03-12-1987,09-10-1992
20632,d002,13-08-1991,01-01-9999
20636,d002,21-01-1990,01-01-9999
20637,d002,09-03-1990,04-08-1998
20642,d002,19-06-1989,01-01-9999
20645,d002,22-03-1998,01-01-9999
20646,d002,05-02-1995,01-01-9999
20657,d002,24-08-1996,01-01-9999
20664,d002,30-04-1999,01-01-9999
20680,d002,04-10-1988,01-01-9999
20706,d002,16-03-1995,26-01-1998
20724,d002,06-06-1986,01-01-9999
20739,d002,10-12-1994,01-01-9999
20769,d002,06-06-1996,01-01-9999
20775,d002,28-11-1994,18-01-1995
20788,d002,07-09-1991,28-03-1992
20821,d002,27-10-1995,01-01-9999
20832,d002,30-07-1998,01-01-9999
20865,d002,04-08-1999,01-01-9999
20866,d002,14-02-1987,07-01-1991
20867,d002,27-10-1998,01-01-9999
20891,d002,05-06-1988,01-01-9999
20907,d002,26-05-1988,01-01-9999
20948,d002,28-07-1994,01-01-9999
20966,d002,23-07-1997,01-01-9999
20991,d002,22-10-1999,09-12-2001
21048,d002,09-11-1998,01-01-9999
21056,d002,26-11-1993,01-01-9999
21073,d002,27-08-1998,01-01-9999
21074,d002,05-11-1990,01-01-9999
21123,d002,23-02-1999,04-02-2000
21128,d002,01-11-1989,01-01-9999
21156,d002,21-05-1992,01-01-9999
21208,d002,09-01-1988,01-01-9999
21225,d002,22-11-1988,09-06-2000
21238,d002,14-10-1993,01-01-9999
21244,d002,16-02-1992,01-01-9999
21254,d002,25-09-1990,01-01-9999
21265,d002,30-10-1996,01-01-9999
21285,d002,04-01-1989,01-01-9999
21302,d002,07-06-1997,01-01-9999
21305,d002,21-09-1993,01-01-9999
21310,d002,24-03-1990,14-07-1997
21322,d002,11-03-1999,01-01-9999
21326,d002,12-06-1987,01-01-9999
21354,d002,17-03-1985,05-12-1987
21386,d002,07-09-1989,01-01-9999
21443,d002,08-06-1985,01-01-9999
21453,d002,31-03-1987,01-01-9999
21470,d002,14-05-1986,01-01-9999
21482,d002,28-07-1998,02-03-2000
21507,d002,18-07-1985,01-01-9999
21528,d002,22-01-1993,01-01-9999
21534,d002,03-04-1996,14-12-1997
21540,d002,27-11-1999,01-01-9999
21557,d002,18-08-1987,01-01-9999
21570,d002,30-06-1991,01-01-9999
21595,d002,28-08-1989,01-01-9999
21647,d002,07-12-1991,01-01-9999
21657,d002,17-08-1998,01-01-9999
21664,d002,14-01-1989,01-01-9999
21676,d002,20-08-1997,10-09-2001
21678,d002,04-08-1988,01-01-9999
21698,d002,09-09-1990,01-01-9999
21701,d002,31-12-1994,01-01-9999
21713,d002,06-02-1989,01-01-9999
21717,d002,05-10-1986,01-01-9999
21760,d002,07-09-1989,01-01-9999
21762,d002,16-06-1991,07-02-1992
21779,d002,06-06-1997,01-01-9999
21786,d002,25-07-1997,01-01-9999
21795,d002,18-06-1993,01-01-9999
21818,d002,21-07-1986,01-01-9999
21832,d002,02-07-1985,01-01-9999
21834,d002,28-10-1998,08-05-2002
21936,d002,13-02-1988,01-01-9999
21992,d002,21-12-1988,01-01-9999
22027,d002,31-07-1992,14-03-1998
22035,d002,24-10-1999,01-01-9999
22060,d002,10-01-1990,02-05-1990
22119,d002,23-07-1991,13-02-1998
22143,d002,13-10-1994,18-11-1997
22145,d002,17-03-1985,01-01-9999
22165,d002,20-08-1994,01-01-9999
22173,d002,11-03-1990,01-01-9999
22189,d002,17-02-1996,23-09-1998
22192,d002,16-03-1997,01-01-9999
22198,d002,27-07-1996,01-01-9999
22210,d002,06-09-1989,01-01-9999
22224,d002,10-07-1985,01-01-9999
22226,d002,19-11-1987,01-01-9999
22233,d002,17-06-2002,01-01-9999
22246,d002,31-03-1995,01-01-9999
22247,d002,06-05-1998,01-01-9999
22269,d002,12-08-1999,01-01-9999
22298,d002,02-02-1991,31-12-1994
22306,d002,24-09-1989,21-04-1991
22310,d002,28-11-1991,30-05-2000
22316,d002,22-08-1985,01-01-9999
22393,d002,02-11-1993,01-01-9999
22438,d002,22-12-1990,01-01-9999
22442,d002,22-04-1995,01-01-9999
22457,d002,27-02-1985,01-01-9999
22465,d002,31-01-1990,01-01-9999
22498,d002,19-08-1992,01-01-9999
22506,d002,30-03-1994,01-01-9999
22513,d002,28-08-1998,01-01-9999
22570,d002,11-08-1986,01-01-9999
22588,d002,18-01-1995,01-01-9999
22595,d002,13-04-1999,01-01-9999
22613,d002,01-06-1986,01-01-9999
22647,d002,08-05-1992,01-01-9999
22681,d002,25-03-1987,11-03-1998
22701,d002,23-08-1989,01-01-9999
22704,d002,14-01-1994,01-01-9999
22725,d002,05-10-1991,01-01-9999
22748,d002,06-03-1991,01-01-9999
22755,d002,03-09-1988,01-01-9999
22770,d002,03-02-1997,01-01-9999
22796,d002,29-01-1993,01-01-9999
22807,d002,02-04-1988,23-06-1998
22824,d002,04-12-1991,01-01-9999
22869,d002,14-05-1999,27-09-1999
22891,d002,31-03-1992,01-01-9999
22893,d002,07-02-1993,01-01-9999
22895,d002,23-02-1988,01-01-9999
22905,d002,26-09-1994,01-01-9999
22908,d002,23-08-1996,01-01-9999
22943,d002,09-02-1998,01-01-9999
22950,d002,05-06-1996,01-01-9999
22990,d002,19-12-1992,01-01-9999
23019,d002,19-01-1997,01-01-9999
23033,d002,22-04-1994,01-01-9999
23052,d002,31-03-1997,01-01-9999
23056,d002,14-09-1997,01-01-9999
23076,d002,26-04-1996,01-01-9999
23085,d002,11-12-1993,01-01-9999
23100,d002,05-05-1989,01-01-9999
23135,d002,27-12-1992,01-01-9999
23142,d002,29-04-1990,01-01-9999
23165,d002,02-11-1985,04-01-1998
23174,d002,07-09-1993,20-12-2000
23183,d002,27-06-1985,01-01-9999
23191,d002,29-08-1996,01-01-9999
