emp_no,dept_no,from_date,to_date
12315,d003,1989-08-31,9999-01-01
12328,d003,1997-05-03,9999-01-01
12335,d003,1995-12-01,2000-06-19
12346,d003,1990-06-21,1997-11-29
12354,d003,1999-08-04,9999-01-01
12402,d003,1997-12-05,9999-01-01
12422,d003,1993-06-07,9999-01-01
12449,d003,1995-06-18,9999-01-01
12458,d003,1992-06-17,1995-09-29
12468,d003,1993-12-08,9999-01-01
12533,d003,1987-07-13,9999-01-01
12540,d003,1998-11-28,9999-01-01
12542,d003,1987-09-12,9999-01-01
12549,d003,1998-09-15,9999-01-01
12553,d003,1987-02-28,9999-01-01
12566,d003,1989-01-29,9999-01-01
12587,d003,1989-01-18,9999-01-01
12596,d003,1996-09-29,9999-01-01
12603,d003,1997-06-10,9999-01-01
12608,d003,1991-02-22,9999-01-01
12621,d003,1987-04-03,1991-01-18
12627,d003,1996-07-04,9999-01-01
12634,d003,1990-03-19,9999-01-01
12637,d003,1990-11-02,1999-01-08
12649,d003,1985-10-05,9999-01-01
12659,d003,1997-03-23,9999-01-01
12686,d003,1988-07-18,1997-03-06
12697,d003,1986-07-11,9999-01-01
12725,d003,1994-05-28,9999-01-01
12731,d003,1988-04-05,9999-01-01
12739,d003,2000-10-02,9999-01-01
12755,d003,1987-03-18,9999-01-01
12763,d003,1987-07-23,9999-01-01
12772,d003,1989-08-09,9999-01-01
12778,d003,1992-06-18,2000-06-14
12782,d003,1986-08-23,9999-01-01
12799,d003,1993-12-25,9999-01-01
12837,d003,1997-03-21,9999-01-01
12838,d003,1986-09-24,9999-01-01
12854,d003,1991-02-22,9999-01-01
12855,d003,1992-08-12,9999-01-01
12859,d003,1994-05-17,9999-01-01
12874,d003,1995-02-12,9999-01-01
12898,d003,1991-04-16,2000-09-15
12899,d003,1989-01-13,9999-01-01
12901,d003,1997-05-09,9999-01-01
12904,d003,1992-02-06,9999-01-01
12908,d003,1988-09-23,9999-01-01
12935,d003,1987-07-01,9999-01-01
12947,d003,1996-06-29,9999-01-01
12972,d003,1988-04-03,1990-08-07
13005,d003,1986-12-08,9999-01-01
13053,d003,1996-10-16,9999-01-01
13057,d003,1989-02-17,9999-01-01
13086,d003,2000-01-27,9999-01-01
13114,d003,1994-10-13,9999-01-01
13170,d003,1998-09-21,9999-01-01
13183,d003,1985-11-23,9999-01-01
13190,d003,1986-07-17,9999-01-01
13263,d003,2001-02-12,9999-01-01
13275,d003,1998-05-10,9999-01-01
13279,d003,1995-02-18,9999-01-01
13288,d003,1987-04-14,9999-01-01
13290,d003,1995-12-24,9999-01-01
13314,d003,1993-04-14,9999-01-01
13326,d003,1996-06-22,9999-01-01
13361,d003,1996-05-03,9999-01-01
13368,d003,1997-09-30,9999-01-01
13373,d003,1993-04-05,9999-01-01
13380,d003,1989-01-08,9999-01-01
13383,d003,1996-07-26,9999-01-01
13385,d003,1986-06-10,9999-01-01
13397,d003,1987-06-25,9999-01-01
13430,d003,1989-06-18,1990-04-17
13442,d003,1987-06-16,9999-01-01
13451,d003,1986-08-23,9999-01-01
13461,d003,1985-07-06,1996-11-07
13462,d003,1987-06-11,9999-01-01
13484,d003,1993-01-01,9999-01-01
13508,d003,1986-05-09,1991-04-01
13510,d003,1992-04-28,9999-01-01
13518,d003,1993-11-17,9999-01-01
13525,d003,1999-12-10,9999-01-01
13533,d003,1993-04-21,9999-01-01
13545,d003,1994-05-09,9999-01-01
13567,d003,1997-07-08,2002-04-01
13624,d003,1987-05-12,9999-01-01
13653,d003,1991-01-17,9999-01-01
13655,d003,1990-01-23,9999-01-01
13678,d003,1988-02-02,2000-12-11
13712,d003,1987-12-06,9999-01-01
13713,d003,1996-06-04,9999-01-01
13727,d003,1999-10-07,9999-01-01
13765,d003,1990-07-18,9999-01-01
13773,d003,1995-04-18,2001-10-18
13777,d003,1997-11-16,9999-01-01
13817,d003,1987-11-04,9999-01-01
13820,d003,1990-08-07,9999-01-01
13829,d003,1996-01-22,1997-09-03
13876,d003,1995-05-03,9999-01-01
13890,d003,1985-11-30,9999-01-01
13927,d003,1999-03-29,9999-01-01
13936,d003,1994-06-03,9999-01-01
13937,d003,1995-07-12,9999-01-01
13999,d003,1995-02-25,9999-01-01
14001,d003,1991-09-19,9999-01-01
14010,d003,1990-03-08,9999-01-01
14018,d003,1995-06-25,9999-01-01
14085,d003,1985-09-03,1986-11-27
14104,d003,1994-07-23,9999-01-01
14140,d003,1998-07-25,9999-01-01
14150,d003,1994-01-28,9999-01-01
14155,d003,1998-01-13,9999-01-01
14162,d003,1998-03-14,9999-01-01
14165,d003,1989-07-21,9999-01-01
14166,d003,1988-02-07,9999-01-01
14218,d003,1989-06-08,9999-01-01
14224,d003,1986-01-30,1986-10-23
14234,d003,1995-09-01,9999-01-01
14253,d003,1989-06-08,9999-01-01
14260,d003,1991-04-21,9999-01-01
14267,d003,1995-05-13,9999-01-01
14285,d003,1990-06-28,9999-01-01
14370,d003,1995-03-01,9999-01-01
14444,d003,1999-02-22,9999-01-01
14445,d003,1996-10-21,9999-01-01
14488,d003,1985-05-25,9999-01-01
14495,d003,1991-01-01,9999-01-01
14498,d003,1988-10-17,9999-01-01
14505,d003,1988-06-28,1997-09-16
14545,d003,1989-03-16,2001-08-18
14548,d003,1994-06-06,9999-01-01
14561,d003,1995-11-10,1999-03-25
14564,d003,1998-12-04,9999-01-01
14638,d003,1997-05-23,1998-11-26
14647,d003,1991-12-07,9999-01-01
14675,d003,1988-09-25,9999-01-01
14700,d003,1992-02-28,1998-08-31
14714,d003,1997-11-15,9999-01-01
14723,d003,1993-06-01,9999-01-01
14730,d003,1998-03-25,9999-01-01
14753,d003,1997-12-04,1998-06-26
14755,d003,1997-07-07,9999-01-01
14757,d003,1992-06-22,9999-01-01
14828,d003,2000-07-14,9999-01-01
14833,d003,1988-06-15,9999-01-01
14852,d003,1985-10-03,9999-01-01
14862,d003,1994-02-04,9999-01-01
14868,d003,1990-07-03,9999-01-01
14895,d003,1989-06-25,9999-01-01
14917,d003,1994-09-08,9999-01-01
14928,d003,1985-05-17,9999-01-01
14934,d003,1985-02-26,9999-01-01
14938,d003,1986-04-30,9999-01-01
14948,d003,2000-01-02,9999-01-01
14951,d003,1991-12-24,9999-01-01
14962,d003,1987-06-27,9999-01-01
14964,d003,1997-08-27,9999-01-01
14976,d003,1992-01-15,9999-01-01
14999,d003,1998-02-09,9999-01-01
15008,d003,1990-06-04,9999-01-01
15014,d003,1991-09-05,9999-01-01
15033,d003,1985-06-04,9999-01-01
15065,d003,1996-03-09,9999-01-01
15096,d003,1985-03-05,9999-01-01
15112,d003,1990-06-10,9999-01-01
15124,d003,1999-09-26,9999-01-01
15125,d003,1995-11-20,9999-01-01
15140,d003,1991-07-04,9999-01-01
15182,d003,1996-08-13,9999-01-01
15190,d003,1994-10-15,9999-01-01
15225,d003,1994-07-17,9999-01-01
15228,d003,1988-01-17,9999-01-01
15245,d003,1994-02-01,9999-01-01
15251,d003,1994-05-27,9999-01-01
15266,d003,1991-06-22,9999-01-01
15331,d003,1999-08-28,9999-01-01
15332,d003,1990-08-29,9999-01-01
15336,d003,1991-03-26,9999-01-01
15374,d003,1996-01-06,9999-01-01
15402,d003,1994-06-04,9999-01-01
15447,d003,1989-09-13,9999-01-01
15461,d003,1993-08-18,9999-01-01
15524,d003,1997-07-20,9999-01-01
15569,d003,1988-07-04,1998-12-12
15604,d003,1999-12-27,9999-01-01
15636,d003,1998-03-05,9999-01-01
15661,d003,1997-12-10,9999-01-01
15698,d003,2000-11-13,9999-01-01
15700,d003,1993-09-03,1994-10-13
15705,d003,1993-06-03,9999-01-01
15778,d003,1989-09-27,9999-01-01
15832,d003,1997-11-30,9999-01-01
15834,d003,1986-06-14,9999-01-01
15856,d003,1987-09-01,9999-01-01
15858,d003,1989-03-04,9999-01-01
15890,d003,1996-11-21,9999-01-01
15963,d003,1999-11-22,9999-01-01
15998,d003,1995-07-21,9999-01-01
16065,d003,1987-08-28,9999-01-01
16092,d003,1988-07-09,9999-01-01
16099,d003,1990-10-23,9999-01-01
16108,d003,1989-05-23,9999-01-01
16137,d003,1994-07-02,9999-01-01
16200,d003,1999-05-22,2000-03-22
16219,d003,1997-09-16,9999-01-01
16263,d003,1987-08-22,9999-01-01
16265,d003,1994-11-06,9999-01-01
16299,d003,1995-12-13,9999-01-01
16318,d003,1999-07-16,9999-01-01
16324,d003,1998-05-04,9999-01-01
16326,d003,1985-07-03,9999-01-01
16362,d003,1986-04-07,9999-01-01
16392,d003,1998-10-28,9999-01-01
16394,d003,1986-02-03,9999-01-01
16401,d003,1997-04-02,9999-01-01
16420,d003,1988-02-01,9999-01-01
16422,d003,1996-12-30,9999-01-01
16451,d003,1985-05-27,9999-01-01
16453,d003,1986-12-16,9999-01-01
16455,d003,1999-02-02,9999-01-01
16462,d003,1985-05-16,9999-01-01
16498,d003,1992-11-28,9999-01-01
16541,d003,1997-04-01,9999-01-01
16586,d003,1992-12-30,9999-01-01
16588,d003,1992-10-17,9999-01-01
16615,d003,1988-06-25,1992-06-22
16622,d003,1996-11-21,9999-01-01
16643,d003,1994-06-24,9999-01-01
16652,d003,1988-07-17,9999-01-01
16656,d003,1989-10-07,1995-07-16
16666,d003,1991-07-10,9999-01-01
16701,d003,2000-01-17,9999-01-01
16708,d003,1986-11-07,9999-01-01
16718,d003,1996-06-05,9999-01-01
16719,d003,1989-04-25,9999-01-01
16720,d003,1991-08-17,1993-08-19
16769,d003,1996-02-19,1998-05-10
16785,d003,1998-02-18,9999-01-01
16819,d003,1998-04-25,9999-01-01
16827,d003,1998-08-18,9999-01-01
16847,d003,1989-11-23,9999-01-01
16851,d003,1986-03-11,9999-01-01
16863,d003,1993-03-19,9999-01-01
16892,d003,1987-08-15,9999-01-01
16894,d003,1995-02-05,9999-01-01
16895,d003,1995-11-08,9999-01-01
16903,d003,1993-04-21,9999-01-01
16942,d003,1994-06-15,9999-01-01
16967,d003,1992-03-13,1997-06-01
17016,d003,1990-04-23,9999-01-01
17052,d003,1999-05-26,2000-08-24
17054,d003,1995-01-04,9999-01-01
17074,d003,1996-08-12,9999-01-01
17087,d003,1998-05-21,9999-01-01
17092,d003,2000-01-18,9999-01-01
17120,d003,1987-02-09,9999-01-01
17132,d003,1989-07-15,9999-01-01
17144,d003,1987-11-15,1991-10-31
17147,d003,1988-12-12,9999-01-01
17161,d003,1996-12-24,9999-01-01
17201,d003,1995-12-11,9999-01-01
17207,d003,1995-07-11,9999-01-01
17217,d003,1992-06-07,9999-01-01
17223,d003,1994-02-09,9999-01-01
17247,d003,1987-03-05,2000-09-20
17254,d003,1992-04-18,2001-01-10
17284,d003,1995-01-30,9999-01-01
17302,d003,1995-03-11,9999-01-01
17324,d003,1999-11-25,9999-01-01
17345,d003,1988-09-25,9999-01-01
17463,d003,1990-10-29,9999-01-01
17489,d003,1988-08-13,9999-01-01
17502,d003,1997-08-01,9999-01-01
17565,d003,1998-12-14,2000-10-02
17569,d003,1994-12-26,9999-01-01
17584,d003,1994-03-15,9999-01-01
17588,d003,1993-07-01,1993-11-29
17619,d003,1999-01-04,9999-01-01
17624,d003,1998-08-20,9999-01-01
17634,d003,1995-07-26,2001-07-24
17643,d003,1985-04-25,9999-01-01
17656,d003,1993-12-12,9999-01-01
17659,d003,1990-07-09,9999-01-01
17686,d003,1993-05-10,9999-01-01
17717,d003,1989-01-15,9999-01-01
17718,d003,1989-01-21,9999-01-01
17720,d003,1989-11-04,9999-01-01
17727,d003,1987-06-30,2002-04-16
17763,d003,1986-07-12,9999-01-01
17773,d003,1995-05-26,9999-01-01
17781,d003,1994-12-20,9999-01-01
17785,d003,1999-04-23,9999-01-01
17802,d003,1987-02-19,9999-01-01
17837,d003,1995-07-25,9999-01-01
17849,d003,1986-05-28,9999-01-01
17867,d003,1998-11-17,9999-01-01
17903,d003,1996-08-29,9999-01-01
17959,d003,1998-04-03,1998-07-03
17960,d003,1988-01-13,9999-01-01
18071,d003,1986-01-22,9999-01-01
18082,d003,1995-07-31,9999-01-01
18095,d003,1996-09-13,1996-12-16
18109,d003,1988-06-02,1991-05-15
18137,d003,1993-05-02,9999-01-01
18145,d003,1995-04-04,9999-01-01
18182,d003,1988-05-25,9999-01-01
18186,d003,1995-11-11,9999-01-01
18191,d003,1999-07-25,9999-01-01
18198,d003,1999-05-10,9999-01-01
18199,d003,1990-01-01,9999-01-01
18208,d003,1986-10-05,9999-01-01
18229,d003,1993-10-05,9999-01-01
18243,d003,1997-04-24,9999-01-01
18267,d003,1986-07-25,9999-01-01
18292,d003,1997-10-27,9999-01-01
18296,d003,1996-06-16,9999-01-01
18331,d003,1997-11-11,9999-01-01
18375,d003,1995-04-29,9999-01-01
18381,d003,1991-11-12,9999-01-01
18394,d003,1997-03-23,9999-01-01
18415,d003,1994-07-27,9999-01-01
18417,d003,1998-05-09,1999-10-11
18421,d003,1992-05-10,9999-01-01
18432,d003,1998-05-01,9999-01-01
18437,d003,1987-01-04,9999-01-01
18482,d003,1995-10-05,9999-01-01
18500,d003,1985-09-27,1997-01-14
18515,d003,1991-09-10,9999-01-01
18526,d003,1991-02-01,9999-01-01
18537,d003,1989-03-21,9999-01-01
18599,d003,1997-09-04,9999-01-01
18605,d003,1997-03-18,2000-02-15
18611,d003,1996-05-16,9999-01-01
18616,d003,1994-12-27,2002-06-14
18617,d003,1989-04-24,9999-01-01
18620,d003,1990-05-10,9999-01-01
18633,d003,1992-08-05,9999-01-01
18665,d003,1995-09-17,9999-01-01
18670,d003,1992-02-09,9999-01-01
18676,d003,1998-07-31,9999-01-01
18695,d003,1999-04-01,9999-01-01
18700,d003,1985-11-18,9999-01-01
18712,d003,1987-02-01,1994-11-27
18727,d003,1991-07-08,9999-01-01
18801,d003,1999-04-29,9999-01-01
18816,d003,1995-11-30,9999-01-01
18817,d003,1997-08-30,9999-01-01
18826,d003,1993-02-08,9999-01-01
18841,d003,1998-06-07,9999-01-01
18853,d003,1997-05-01,9999-01-01
18877,d003,1987-08-05,2000-02-13
18890,d003,1993-08-16,9999-01-01
18896,d003,1987-02-11,9999-01-01
18926,d003,1997-01-28,9999-01-01
18939,d003,1999-01-19,2000-03-24
18964,d003,1995-02-10,9999-01-01
18987,d003,1991-02-23,1995-06-21
18989,d003,1987-03-12,9999-01-01
19030,d003,1991-03-05,9999-01-01
19049,d003,1987-03-27,9999-01-01
19055,d003,1998-02-02,9999-01-01
19061,d003,1991-05-16,9999-01-01
19068,d003,1993-02-04,9999-01-01
19076,d003,1987-07-15,9999-01-01
19087,d003,1997-01-03,1999-12-16
19099,d003,1992-01-16,1993-12-16
19164,d003,1992-11-25,9999-01-01
19173,d003,1999-02-21,1999-07-06
19178,d003,1986-04-30,9999-01-01
19180,d003,1995-06-18,9999-01-01
19193,d003,1989-07-31,9999-01-01
19194,d003,1985-11-19,2000-10-23
19202,d003,1985-02-25,1990-12-31
19209,d003,1997-04-26,9999-01-01
19244,d003,1998-09-09,9999-01-01
19252,d003,1990-09-02,9999-01-01
19254,d003,1989-08-10,9999-01-01
19255,d003,1995-12-16,9999-01-01
19267,d003,1989-01-19,9999-01-01
19315,d003,1991-10-27,9999-01-01
19336,d003,1994-01-05,9999-01-01
19349,d003,1997-02-17,9999-01-01
19358,d003,1994-10-22,1995-05-05
19362,d003,1993-11-30,9999-01-01
19366,d003,1997-06-21,9999-01-01
19394,d003,2001-04-25,9999-01-01
19434,d003,1996-04-01,9999-01-01
19454,d003,1985-02-26,9999-01-01
19478,d003,1988-12-05,1990-01-21
19512,d003,1998-05-02,1999-10-05
19517,d003,1994-01-19,9999-01-01
19518,d003,1998-05-21,9999-01-01
19519,d003,1993-03-18,1996-07-06
19535,d003,1994-05-03,9999-01-01
19548,d003,1988-11-27,9999-01-01
19577,d003,1989-03-22,9999-01-01
19588,d003,1994-03-28,9999-01-01
19603,d003,1987-10-22,2001-09-06
19611,d003,1997-03-16,9999-01-01
19622,d003,1995-10-06,1995-11-25
19639,d003,1993-12-10,9999-01-01
19649,d003,1994-11-13,9999-01-01
19659,d003,1990-12-04,9999-01-01
19676,d003,1993-08-28,9999-01-01
19681,d003,1994-03-25,2001-05-25
19696,d003,1997-09-01,9999-01-01
19699,d003,1986-08-25,1998-05-28
19706,d003,1998-03-19,2000-08-31
19730,d003,1990-12-06,9999-01-01
19765,d003,1996-03-10,9999-01-01
19808,d003,1998-08-04,1998-12-22
19809,d003,1993-02-03,9999-01-01
19851,d003,1993-05-03,1999-05-17
19864,d003,1993-07-22,9999-01-01
19882,d003,1988-10-25,9999-01-01
19901,d003,1985-02-27,9999-01-01
19915,d003,1987-07-30,9999-01-01
19919,d003,1991-04-13,9999-01-01
19933,d003,1986-11-03,9999-01-01
19971,d003,1993-03-09,1994-02-24
19998,d003,1991-08-19,9999-01-01
20031,d003,1985-10-01,9999-01-01
20055,d003,1985-04-26,9999-01-01
20069,d003,1988-12-08,9999-01-01
20083,d003,1988-07-26,1994-04-09
20090,d003,1996-02-02,1998-08-15
20091,d003,1987-05-13,9999-01-01
20121,d003,1997-11-14,9999-01-01
20194,d003,1998-07-13,9999-01-01
20212,d003,1997-12-27,9999-01-01
20217,d003,1988-09-26,9999-01-01
20240,d003,1988-02-14,9999-01-01
20261,d003,1999-03-02,9999-01-01
20322,d003,1999-09-05,9999-01-01
20344,d003,1987-04-03,9999-01-01
20353,d003,1991-03-16,9999-01-01
20363,d003,1998-04-10,9999-01-01
20401,d003,1997-08-15,9999-01-01
20415,d003,1992-06-23,9999-01-01
20421,d003,1985-04-28,1994-12-28
20434,d003,1998-01-01,9999-01-01
20466,d003,1987-05-25,9999-01-01
20493,d003,1987-11-15,1993-03-30
20548,d003,1986-09-10,9999-01-01
20558,d003,1997-07-07,9999-01-01
20593,d003,1997-11-09,2000-02-29
20633,d003,1997-10-02,9999-01-01
20662,d003,1993-07-09,2000-07-14
20698,d003,1996-10-24,9999-01-01
20704,d003,1994-08-27,9999-01-01
20716,d003,1997-09-20,9999-01-01
20720,d003,1996-12-27,1997-05-17
20722,d003,1997-07-19,9999-01-01
20734,d003,1987-01-17,9999-01-01
20735,d003,1993-03-04,1993-10-12
20768,d003,1995-04-18,1995-10-14
20773,d003,1989-12-13,9999-01-01
20797,d003,1997-06-18,2001-11-29
20798,d003,1994-11-14,9999-01-01
20810,d003,1994-10-17,9999-01-01
20828,d003,1985-12-06,9999-01-01
20927,d003,1986-03-15,9999-01-01
20931,d003,1996-06-08,9999-01-01
20940,d003,1996-05-16,9999-01-01
20962,d003,1995-12-26,9999-01-01
20987,d003,1991-06-25,9999-01-01
20995,d003,1991-11-19,2001-03-30
21009,d003,1987-12-12,1996-05-18
21019,d003,1997-08-19,9999-01-01
21027,d003,1994-06-03,9999-01-01
21037,d003,1987-02-22,9999-01-01
21058,d003,1988-09-13,9999-01-01
21085,d003,1992-08-25,9999-01-01
21105,d003,1987-07-08,9999-01-01
21115,d003,1986-10-04,9999-01-01
21118,d003,1987-06-07,9999-01-01
21161,d003,1988-08-10,9999-01-01
21169,d003,1991-04-22,1996-10-27
21201,d003,1992-08-31,9999-01-01
21217,d003,1999-11-23,9999-01-01
21222,d003,1986-12-25,9999-01-01
21224,d003,1999-08-28,9999-01-01
21264,d003,1995-03-08,9999-01-01
21283,d003,2002-02-06,9999-01-01
21289,d003,1989-03-04,9999-01-01
21332,d003,1989-09-26,2002-05-21
21342,d003,1995-05-21,9999-01-01
21358,d003,1997-10-14,9999-01-01
21360,d003,1994-03-02,2000-06-28
21368,d003,1997-11-29,9999-01-01
21383,d003,1997-06-23,9999-01-01
21389,d003,1994-11-04,9999-01-01
21392,d003,1989-12-01,9999-01-01
21394,d003,1999-09-18,9999-01-01
21441,d003,1999-02-15,2002-01-09
21467,d003,1992-07-05,9999-01-01
21480,d003,1991-02-17,9999-01-01
21504,d003,1990-04-24,2000-11-07
21506,d003,1990-09-07,9999-01-01
21545,d003,1996-03-11,9999-01-01
21573,d003,1997-10-21,1999-06-03
21574,d003,1999-01-08,2002-06-14
21592,d003,1990-06-15,9999-01-01
21596,d003,1994-08-25,9999-01-01
21602,d003,1986-05-21,9999-01-01
21618,d003,1985-12-30,9999-01-01
21635,d003,1991-09-17,9999-01-01
21640,d003,1985-03-19,9999-01-01
21651,d003,1986-04-05,9999-01-01
21655,d003,1999-01-28,9999-01-01
21668,d003,1993-03-22,9999-01-01
21679,d003,1998-08-20,9999-01-01
21690,d003,1990-12-02,2001-02-25
21696,d003,1992-02-22,2001-03-18
21729,d003,1998-09-23,1999-03-26
21743,d003,1986-02-05,1989-06-24
21747,d003,1986-08-27,9999-01-01
21753,d003,1992-08-24,1995-11-01
21796,d003,1997-07-17,9999-01-01
21802,d003,1995-05-04,9999-01-01
21808,d003,1988-08-18,9999-01-01
21825,d003,1992-11-22,1998-04-20
21853,d003,1985-06-22,9999-01-01
21868,d003,1999-11-28,2001-10-12
21882,d003,1996-04-12,9999-01-01
21913,d003,1995-05-17,9999-01-01
21914,d003,1993-04-21,9999-01-01
21944,d003,1994-11-09,1995-02-15
21954,d003,1998-03-22,9999-01-01
22028,d003,1986-01-02,9999-01-01
22040,d003,1995-06-08,2000-12-09
22053,d003,1986-01-28,1992-04-16
22054,d003,1987-06-06,9999-01-01
22056,d003,1996-07-25,1999-10-02
22065,d003,1989-01-11,9999-01-01
22102,d003,1985-09-24,9999-01-01
22133,d003,1993-08-07,9999-01-01
22157,d003,1994-10-10,1996-07-09
22215,d003,1996-03-02,9999-01-01
22325,d003,1996-11-07,9999-01-01
22344,d003,1991-04-11,9999-01-01
22373,d003,1995-03-11,9999-01-01
22416,d003,1985-03-06,9999-01-01
22440,d003,1989-02-11,9999-01-01
22479,d003,1987-11-06,9999-01-01
22501,d003,1992-11-19,9999-01-01
22518,d003,1996-12-18,1999-12-27
22519,d003,1993-07-02,9999-01-01
22524,d003,1995-06-24,9999-01-01
22554,d003,1990-08-02,1995-08-22
22560,d003,1995-03-28,2001-09-19
22592,d003,1998-05-30,9999-01-01
22600,d003,1987-07-15,9999-01-01
22601,d003,1994-01-25,9999-01-01
22636,d003,1993-07-15,9999-01-01
22654,d003,1998-12-01,9999-01-01
22655,d003,1987-12-29,1998-04-15
22666,d003,1998-01-14,2001-09-14
22667,d003,1998-01-16,9999-01-01
22669,d003,1996-06-17,9999-01-01
22678,d003,1999-11-06,9999-01-01
22685,d003,1986-05-08,9999-01-01
22708,d003,1990-05-15,9999-01-01
22736,d003,1999-10-27,9999-01-01
22774,d003,1996-01-03,9999-01-01
22794,d003,1989-12-14,9999-01-01
22800,d003,1993-02-25,9999-01-01
22802,d003,1998-04-11,9999-01-01
22811,d003,1988-03-13,9999-01-01
22816,d003,1993-06-24,1999-06-06
22848,d003,1994-03-23,9999-01-01
22913,d003,1993-08-25,9999-01-01
22931,d003,1999-09-29,9999-01-01
22951,d003,1986-07-27,9999-01-01
